ticker,commodity_type,index,close,rsi14,macd_hist,macd_improving,macd_slope,macd_slope_cross_up,bullish_day,drawdown_lookback,drawdown_entry_th,rsi_support_th,rsi_support_ok,structural_bull,deep_dip,turn_confirm,buy_gate,primed,strong_buy,fwd_1y_return,fwd_2y_return,fwd_3y_return
XAD5.MI,gold,,104.44000244140624,41.85422653987242,-0.7798587275751997,True,0.06578885244146371,False,False,0.06941103700008122,0.06548239171881318,42.445094647460074,True,True,True,True,True,False,True,0.04260816587723437,0.08320561670694193,0.0067981526989240315
XAD5.MI,gold,,103.97000122070312,40.03759467923574,-0.7324389087145027,True,0.047419818860697016,False,False,0.07252450815416223,0.0656455648960511,42.37253368499615,True,True,True,True,True,False,True,0.038472635885701045,0.0932961126705334,0.015485241814452877
XAD5.MI,gold,,105.23999786376952,36.09391774524176,-0.75957836244284,True,0.018212485812075796,True,True,0.07465053409449741,0.06586648593081305,44.02102875533458,True,True,True,True,True,False,True,0.07696691978848524,0.0023755226631951842,0.07810719676509037
XAD5.MI,gold,,105.58000183105467,39.276117511732615,-0.5807452853410806,True,0.06385578303068573,False,False,0.0665723520348718,0.06604288028611506,44.02102875533458,True,True,True,True,True,False,True,0.07558245490759119,0.009187357490818115,0.07624545636250879
XAD5.MI,gold,,110.72000122070312,36.460705231197885,-0.6376166709297552,True,0.034338546306620255,False,False,0.051892426973274515,0.05181129004012843,45.98551684969718,True,True,True,True,True,False,True,-0.054732636305829585,0.019779646109656657,0.24539376688396297
XAD5.MI,gold,,110.27999877929688,33.298585532769835,-0.7946910214665633,True,0.03472125386677438,True,True,0.06944564347803314,0.05203777554942767,46.58013302063277,True,True,True,True,True,False,True,-0.02566196828418854,0.011062760556832307,0.3837505240539012
XAD5.MI,gold,,109.72000122070312,31.612881388245015,-0.764674876691016,True,0.03001614477554737,False,False,0.07417096242579603,0.052110987931001926,46.5446454171435,True,True,True,True,True,False,True,-0.016952247444931623,0.020415583657019454,0.3862559643757624
XAD5.MI,gold,,110.18000030517578,34.54417542213578,-0.6723446474650343,True,0.09233022922598166,False,True,0.07028944123618475,0.05216494274470897,46.51351033493503,True,True,True,True,True,False,True,-0.021147230210574186,0.012978764759620454,0.3939009022115618
XAD5.MI,gold,,110.48999786376952,36.51893960017996,-0.553837598012236,True,0.11850704945279833,False,True,0.06767364887262217,0.05239766556268748,46.383021825246104,True,True,True,True,True,False,True,-0.019096756730442865,0.010951209230400938,0.3903520507493885
XAD5.MI,gold,,143.6199951171875,54.21241707172756,-0.6096688154090399,True,0.05845791818186585,True,True,0.04259715768043206,0.038890667216668194,46.459813497766845,False,True,True,True,True,False,False,-0.032377064855699134,0.13626241463279887,0.15715087098981328
XAD5.MI,gold,,135.75999450683594,40.81862018352546,-1.4000472033023814,True,0.13288627934477137,True,True,0.09499367056740096,0.03899846131975789,46.58519979090325,True,True,True,True,True,False,True,0.03653511280613264,0.3480406740707467,0.22547143377212087
XAD5.MI,gold,,133.49000549316406,37.39168876416327,-1.3886555518306207,True,0.011391651471760689,False,False,0.11012592239591783,0.03901096737401787,46.54392551516965,True,True,True,True,True,False,True,0.057382486239485386,0.31073484171564614,0.25425114829555717
XAD5.MI,gold,,134.39999389648438,39.58153473482295,-1.2479077919174162,True,0.14074775991320454,False,True,0.1040597372306431,0.03908414456408187,46.5041505740094,True,True,True,True,True,False,True,0.04895834918060071,0.30766374986120626,0.25119056025870923
XAD5.MI,gold,,135.27999877929688,41.705007697918646,-1.0325296033749307,True,0.21537818854248547,False,True,0.09819342888428556,0.03921969194996086,46.48538577229575,True,True,True,True,True,False,True,0.04324368832276271,0.29878768874686856,0.23772918356228656
XAD5.MI,gold,,160.3300018310547,49.593475497788944,-0.789601501327299,True,0.006785859573256392,True,True,0.04837365920678386,0.03621528618546736,48.80198705887358,False,True,True,True,True,False,False,-0.07946114481174049,0.0448450218879346,0.058005382308655706
XAD5.MI,gold,,159.9499969482422,49.407587639401406,-0.802752726780863,True,0.12542902548237822,True,True,0.050629148834330104,0.036498513410773585,48.74865549566904,False,True,True,True,True,False,False,-0.06708343815105644,0.048952810130958424,0.04945297788701408
XAD5.MI,gold,,158.22999572753906,44.99375282376065,-0.801485699623899,True,0.001267027156963918,False,False,0.06083808321419951,0.03707540190095639,48.74865549566904,True,True,True,True,True,False,True,-0.05732157182793318,0.06300955248631102,0.06642236016818526
XAD5.MI,gold,,160.8699951171875,52.071229819949046,-0.5980356260273334,True,0.20345007359656564,False,True,0.04516857077001731,0.0374721696334791,48.74094273389353,False,True,True,True,True,False,False,-0.08360786570823475,0.04711880438320981,0.04941886273596241
XAD5.MI,gold,,160.14999389648438,50.17509697738735,-0.4915906701189051,True,0.10644495590842828,False,False,0.04944208239728189,0.037489744716958935,48.74094273389353,False,True,True,True,True,False,False,-0.07580393288990905,0.05488609978095571,0.05163911700056878
XAD5.MI,gold,,160.7100067138672,51.64984629016971,-0.3687187230163505,True,0.12287194710255461,False,True,0.04611816957923761,0.037522068544410335,48.74094273389353,False,True,True,True,True,False,False,-0.07429532662931548,0.05531702456758936,0.045547830002038436
XAD5.MI,gold,,159.3800048828125,48.014987718219274,-0.36176774147098195,True,0.006950981545368551,False,False,0.05401229270828569,0.03763730971701877,48.74094273389353,True,True,True,True,True,False,True,-0.06575486676659203,0.06738605788267993,0.05370810199740972
XAD5.MI,gold,,145.9199981689453,29.847017992575744,-0.8464968194696594,True,0.11958329002630785,True,True,0.08794303919703236,0.040083054504353524,48.30069768149153,True,True,True,True,True,False,True,0.05455048529161255,0.12267002042138819,0.2078536335776182
XAD5.MI,gold,,146.9199981689453,34.08577460675146,-0.6443949667777438,True,0.2021018526919156,False,True,0.08169264876222031,0.040159849938918094,48.30069768149153,True,True,True,True,True,False,True,0.0445821068158867,0.10706504167969655,0.19527635991674352
XAD5.MI,gold,,146.27000427246094,32.70262572488666,-0.5049966400428882,True,0.13939832673485553,False,False,0.0837509093479391,0.040217115796415334,48.30069768149153,True,True,True,True,True,False,True,0.043207710951161715,0.11594989375597686,0.18923902281578542
XAD5.MI,gold,,143.49000549316406,31.402793787174986,-0.5967873686554594,True,0.010254865838452476,False,False,0.051619282227787194,0.047024702084060496,47.870635935634944,True,False,True,True,True,False,True,0.17213740332192629,0.20649514593150542,0.44010029604112644
XAD5.MI,gold,,170.00999450683594,54.213702240008814,-0.9777724363608957,True,0.0487228394764081,True,True,0.07103437183871653,0.048658566019759146,48.982704826525016,False,True,True,True,True,False,False,0.026233791294475006,0.1257573411776849,0.5504971155852636
XAD5.MI,gold,,173.02999877929688,59.273153036389296,-0.731503099889518,True,0.24626933647137772,False,True,0.054532517496831766,0.049358968727542134,48.982704826525016,False,True,True,True,True,False,False,0.02409985666279879,0.10431718880597662,0.5254002444863151
XAD5.MI,gold,,169.16000366210938,51.0015849695466,-0.7925570344616257,True,0.059294558888830284,False,False,0.0756788768943943,0.051519426020275316,48.982704826525016,False,True,True,True,True,False,False,0.036356075687777434,0.14128631697256067,0.5847716999802455
XAD5.MI,gold,,170.14999389648438,52.99870709040675,-0.6665997435454094,True,0.12595729091621632,False,True,0.07026938963091034,0.05152255963796667,49.00575073522496,False,True,True,True,True,False,False,0.030032329084069165,0.13781964765333887,0.5794887431115734
XAD5.MI,gold,,207.6600036621093,53.116026277907615,-1.5457319874472568,True,0.10696676739426936,True,True,0.0423795350829705,0.04192962979831192,48.791430403790656,False,True,True,True,True,False,False,0.3871230988788037,,
XAD5.MI,gold,,206.6699981689453,50.79170251837902,-1.4945987116327863,True,0.05113327581447047,False,False,0.04694492805183852,0.04226322586150684,48.791430403790656,False,True,True,True,True,False,False,0.3867034348334082,,
XAD5.MI,gold,,234.08999633789065,40.83678355774083,-1.592433069917076,True,0.0005750170102447605,True,False,0.051345430584350024,0.04204420379596028,49.25752651620302,True,True,True,True,True,False,True,0.43948911312858163,,
XAD5.MI,gold,,258.69000244140625,43.0385048924925,-1.580373270834348,True,0.1975749192382079,True,True,0.04327087382366419,0.040446754286228674,49.53130442195747,True,True,True,True,True,False,True,0.6075997958652568,,
XAD5.MI,gold,,331.6499938964844,53.12838161204635,-3.035444956346563,True,0.10073136424570173,False,True,0.0725411860148774,0.0397809036662458,51.38643972391277,False,True,True,True,True,False,False,,,
XAD5.MI,gold,,332.70001220703125,53.93266196717443,-2.823389346063502,True,0.21205561028306086,False,True,0.06960481105668449,0.0400695629654018,51.38643972391277,False,True,True,True,True,False,False,,,
XAD5.MI,gold,,331.6600036621094,52.96327525053466,-2.679619716369242,True,0.1437696296942601,False,False,0.07251319371719706,0.04020237301314968,51.38643972391277,False,True,True,True,True,False,False,,,
XAD5.MI,gold,,332.7799987792969,53.92375062210862,-2.442233275026954,True,0.23738644134228792,False,True,0.06938112870235474,0.04033550880720093,51.38643972391277,False,True,True,True,True,False,False,,,
XAD5.MI,gold,,331.3599853515625,52.46107720386413,-2.3151448870874702,True,0.12708838793948374,False,False,0.0733521945662683,0.040404115041346444,51.38643972391277,False,True,True,True,True,False,False,,,
XAD5.MI,gold,,332.04998779296875,53.12640912736577,-2.1239183986017114,True,0.19122648848575885,False,True,0.0714226035584867,0.04053465238716373,51.38643972391277,False,True,True,True,True,False,False,,,
XAD5.MI,gold,,339.989990234375,60.05447285684742,-1.4349968974353224,True,0.688921501166389,False,True,0.049218396162529085,0.04073721397138989,51.38643972391277,False,True,True,True,True,False,False,,,
XAD5.MI,gold,,340.1199951171875,60.15830818321699,-0.9653893581671102,True,0.4696075392682122,False,True,0.04885483766216864,0.04123826962055482,51.38643972391277,False,True,True,True,True,False,False,,,
XAD5.MI,gold,,377.3999938964844,37.88766466308924,-7.130897266581007,True,0.9457271345431,True,True,0.1322741584809091,0.04473192909824823,52.49026783516254,True,True,True,True,True,False,True,,,
XAD5.MI,gold,,364.8200073242188,33.66084032715207,-6.950807932527622,True,0.18008933405338468,False,False,0.1611983227926661,0.0448176148474521,52.468185483417436,True,True,True,True,True,False,True,,,
XAD5.MI,gold,,376.7799987792969,40.461480108024894,-5.678119754302746,True,1.2726881782248762,False,True,0.1336996640280735,0.044982943312633285,52.4150297816309,True,True,True,True,True,False,True,,,
XAD5.MI,gold,,380.2000122070313,42.283533771544974,-4.319388068301967,True,1.3587316860007794,False,True,0.1258362986926691,0.045013322732956995,52.39406360431268,True,True,True,True,True,False,True,,,
XAD5.MI,gold,,383.0,43.79993102265287,-3.007676767132618,True,1.3117113011693489,False,True,0.1108119001901707,0.04504609078950882,52.37145625185577,True,True,True,True,True,False,True,,,
