ticker,date,signal,close,rsi14,rsi_support_th,drawdown_20d,drawdown_entry_th,drawdown_overshoot_x,drawdown_overshoot_label,macd_hist,primed,buy_window_active,grace_entry,reason
IQQY.DE,2026-04-09,WAIT,38.165000915527344,59.56014259409262,56.3970248682788,0.00013092097609882674,0.020854580609848034,0.01,mild,0.258514734630914,False,False,False,"drawdown_macd_turn, rsi14=59.56, rsi_sup=56.40, dd20=0.000, dd_th=0.021, macd_improving"
VUAA.MI,2026-04-09,WAIT,111.94000244140624,57.243964776693275,58.586350037444895,0.00550813015844982,0.02022523211611411,0.27,mild,0.3151972754719071,False,False,False,"drawdown_macd_turn, rsi14=57.24, rsi_sup=58.59, dd20=0.006, dd_th=0.020, bullish_day, macd_improving"
XMEU.DE,2026-04-09,WAIT,111.5999984741211,59.3792978998828,56.71712990109817,0.0014316719671707938,0.022561773613466785,0.06,mild,0.7510781330082529,False,False,False,"drawdown_macd_turn, rsi14=59.38, rsi_sup=56.72, dd20=0.001, dd_th=0.023, macd_improving"
