ticker,date,close,rsi14,macd_hist,macd_improving,macd_slope,macd_slope_cross_up,bullish_day,drawdown_20d,drawdown_entry_th,rsi_support_th,rsi_support_ok,buy_gate,signal_lane,strong_buy,primed,fwd_1y_return,window_score,window_open,window_close,window_days,selected
IQQY.DE,2011-03-17,16.979999542236328,31.117409741626645,-0.13567130996619173,True,0.010242681595409336,True,True,0.08216218690614442,0.03310814419308224,58.56577087568454,True,True,DRAWDOWN_MACD_TURN,True,False,0.011189666618365068,10.461233978328888,2011-03-17,2011-03-17,1,True
IQQY.DE,2011-08-22,14.279999732971191,26.039006404392055,-0.06569523043585324,True,0.003998326526082785,True,True,0.17978174278422945,0.035855508018208984,55.59652891416776,True,True,DRAWDOWN_MACD_TURN,True,False,0.21148456306455365,18.778638782299147,2011-08-22,2011-08-22,1,True
IQQY.DE,2011-09-26,14.020000457763672,42.30258764333792,0.0007183864854066746,True,0.0026227131748414734,True,True,0.07702430249771643,0.04079430770682106,54.51506109959484,True,True,DRAWDOWN_MACD_TURN,True,False,0.2460769431487686,8.931685435483523,2011-09-07,2011-09-26,3,True
IQQY.DE,2011-11-25,14.140000343322754,35.41483337640098,-0.14237059684448958,True,0.011533212384430863,True,True,0.088330100924689,0.04146135322138934,54.50178814095458,True,True,DRAWDOWN_MACD_TURN,True,False,0.20721352760681366,10.524924736335022,2011-11-25,2011-11-25,1,True
IQQY.DE,2012-04-16,16.25,39.41797334558689,-0.08346366488791196,True,0.008972333714480946,True,True,0.06394012507635986,0.03826345819875361,55.902681371727304,True,True,DRAWDOWN_MACD_TURN,True,False,0.12738459660456725,8.1734126715501,2012-04-12,2012-04-24,3,True
IQQY.DE,2012-05-21,15.399999618530272,32.05567549767396,-0.0715401966855469,True,0.004223957889600255,True,True,0.06496659012952263,0.03563986508084757,55.8689902325713,True,True,DRAWDOWN_MACD_TURN,True,False,0.2811688331794451,8.991759660594415,2012-05-21,2012-05-21,1,True
IQQY.DE,2012-06-06,15.460000038146973,45.106214385923295,0.0030267496785736925,True,0.024908329412648644,True,True,0.04034764416997779,0.0371124284160876,55.83509287672424,True,True,DRAWDOWN_MACD_TURN,True,False,0.20375165358551595,5.717190095005894,2012-06-06,2012-06-06,1,True
IQQY.DE,2012-07-26,16.260000228881836,49.533198675033326,-0.07880364087521285,True,0.003728890170774546,True,True,0.03843877140127525,0.03480903538827083,55.902681371727304,True,True,DRAWDOWN_MACD_TURN,True,False,0.1580565595724439,5.121781844598687,2012-07-26,2012-07-26,1,True
IQQY.DE,2013-04-19,18.1200008392334,40.350032433310474,-0.06581621741378194,True,0.00268324261231688,True,True,0.03974562621325612,0.029943595345183514,56.18199204994397,True,True,DRAWDOWN_MACD_TURN,True,False,0.15286967009501717,6.1446468537294425,2013-04-19,2013-04-19,1,True
IQQY.DE,2013-06-07,18.82999992370605,41.63905134977923,-0.1221942124479652,True,0.00783908618580749,True,True,0.04898986619852513,0.03177750501806565,57.23406660917032,True,True,DRAWDOWN_MACD_TURN,True,False,0.17790761524391963,6.755284160904087,2013-06-07,2013-06-07,1,True
IQQY.DE,2013-06-25,17.8700008392334,31.44208271142662,-0.11094455037371687,True,0.0076453532136150915,True,True,0.07743933582913387,0.03177750501806565,57.23406660917032,True,True,DRAWDOWN_MACD_TURN,True,False,0.2199215564220276,10.050938595188047,2013-06-25,2013-06-25,1,True
IQQY.DE,2013-12-16,19.709999084472656,40.51006924762084,-0.07348531322023272,True,0.01869727475168073,True,True,0.03524234997298156,0.0215169056275652,59.744231248827006,True,True,DRAWDOWN_MACD_TURN,True,False,0.04769155645461942,5.7683810730764415,2013-12-09,2013-12-16,2,True
IQQY.DE,2014-03-17,20.40999984741211,41.444846232370416,-0.1050694200032613,True,0.007623871866084014,True,True,0.03907720963512797,0.02475825593983453,59.22200018625042,True,True,DRAWDOWN_MACD_TURN,True,False,0.2248897690790468,5.981692147573196,2014-03-17,2014-03-25,2,True
IQQY.DE,2014-08-11,20.709999084472656,34.96028916076766,-0.07912960891231696,True,0.01995404010441404,True,True,0.053040773216605115,0.0199860133328178,59.94968708064622,True,True,DRAWDOWN_MACD_TURN,True,False,0.15596337964141482,7.747232941251644,2014-07-14,2014-08-11,5,True
IQQY.DE,2014-10-17,20.11000061035156,35.466897167412114,-0.14542978335536305,True,0.04019149597928845,True,True,0.08507729621610849,0.021724518882914358,59.68659633557374,True,True,DRAWDOWN_MACD_TURN,True,False,0.1322724896409444,10.25949398054747,2014-10-17,2014-10-17,1,True
IQQY.DE,2014-12-16,20.64999961853028,39.44040773460839,-0.18135470024883255,True,0.0011757653634491272,True,True,0.06349204838870091,0.021717622153785615,59.67825169109255,True,True,DRAWDOWN_MACD_TURN,True,False,0.08426149168335928,8.135323097635235,2014-12-16,2014-12-16,1,True
IQQY.DE,2015-06-16,24.350000381469727,39.79506594723369,-0.07617775968779389,True,0.004180325893667236,True,True,0.05693258445890543,0.02522875524670757,59.687404678886764,True,True,DRAWDOWN_MACD_TURN,True,False,-0.16098562689457097,7.575100161989066,2015-06-10,2015-06-16,2,True
IQQY.DE,2015-08-25,22.170000076293945,31.964837833752455,-0.30055379370551144,True,0.008259368710502979,True,True,0.12093573830692012,0.029514444594166862,59.39530262866288,True,True,DRAWDOWN_MACD_TURN,True,False,-0.043752788002544896,13.478375281178362,2015-08-03,2015-08-27,5,True
IQQY.DE,2015-09-15,22.21999931335449,42.713639772617746,0.0679800095533396,True,0.00836895140275784,True,True,0.06638655354432685,0.03222931173451166,59.312811408517945,True,True,DRAWDOWN_MACD_TURN,True,False,-0.039603923850605516,8.039560306284374,2015-09-15,2015-09-30,3,True
