Ticker,Type,Trades,Win Rate %,Avg Return %,Compounded Return,Backtest Status
VUAA.MI,etf,12,75.0,6.595762980525745,1.089265161195201,OK
XMEU.DE,etf,51,78.43137254901961,4.339847118371922,7.139680036009198,OK
IQQY.DE,etf,56,78.57142857142857,3.720450243528759,6.218633249731595,OK
0B2.F,stock,21,76.19047619047619,13.529257266622071,11.053973042269893,OK
SCR.PA,stock,60,76.66666666666667,6.6414020165140055,34.89632103442936,OK
AKE.PA,stock,60,70.0,6.196860212942607,26.727876543767277,OK
DWS.DE,stock,27,77.77777777777779,9.04924015417471,8.210171250990793,OK
MSFT,stock,49,79.59183673469387,8.751163276744897,45.96176325992963,OK
DTE.DE,stock,64,73.4375,5.907288945865643,31.385144091698493,OK
XYZ,stock,25,80.0,19.984131864280144,60.559774504958845,OK
AAPL,stock,51,74.50980392156863,11.254603707250467,148.73241908422048,OK
NVDA,stock,44,88.63636363636364,21.535783668923447,2168.6007324536004,OK
AMD,stock,48,70.83333333333334,25.73000157615355,6018.109111544847,OK
PRY.MI,stock,61,73.77049180327869,8.910471062741363,115.63210310029275,OK
KO,stock,56,80.35714285714286,4.299546973572044,9.025574880353497,OK
WDH1.HA,stock,10,80.0,6.610564021375363,0.8105891744574252,OK
EVK.DE,stock,49,71.42857142857143,5.942036571987358,13.475210804387642,OK
BA,stock,45,60.0,8.429955369037346,25.24879833443499,OK
TEP.PA,stock,54,72.22222222222221,7.3535916464740305,32.22185951651028,OK
CAP.PA,stock,49,73.46938775510205,7.115992694582592,22.925460807813014,OK
DSY.PA,stock,48,81.25,7.241334443444981,23.347734400670575,OK
SAN.PA,stock,64,79.6875,4.710114458479671,16.369348026292574,OK
MC.PA,stock,43,67.44186046511628,8.255553412797768,23.28250182613345,OK
SGO.PA,stock,56,71.42857142857143,6.500421993644216,26.038944972634663,OK
RI.PA,stock,65,72.3076923076923,4.146780475346411,11.664466607107686,OK
MUV2.DE,stock,62,83.87096774193549,6.326447023334502,38.16963727466738,OK
FME.DE,stock,53,77.35849056603774,5.362405997596171,13.136226661688,OK
FRA.DE,stock,65,70.76923076923077,4.552830527807798,13.964978325763377,OK
HEN3.DE,stock,65,67.6923076923077,4.320957454016744,12.02959546144131,OK
MRK.DE,stock,52,76.92307692307693,7.602441592721474,34.2570730779977,OK
HNR1.DE,stock,62,83.87096774193549,6.084834100464905,31.167442725664294,OK
SAP.DE,stock,41,68.29268292682927,7.812212129943601,15.048085297835094,OK
SHL.DE,stock,26,76.92307692307693,4.600462515150209,2.0036197517930745,OK
REY.MI,stock,52,78.84615384615384,11.376959937429827,141.3261109791816,OK
AMP.MI,stock,55,83.63636363636363,7.985191759423728,51.559376269687746,OK
PIRC.MI,stock,26,76.92307692307693,5.7286794042729445,2.942425001817438,OK
NEXI.MI,stock,23,65.21739130434783,4.489894516967778,1.5771924688704968,OK
BRE.MI,stock,56,85.71428571428571,9.194904348191344,106.23868240079935,OK
IP.MI,stock,49,75.51020408163265,9.746384285847647,68.81146527012392,OK
DLG.MI,stock,51,76.47058823529412,10.308000748129844,94.6897565933818,OK
MEL.MC,stock,41,68.29268292682927,9.696577045699238,27.642109870143123,OK
AMS.MC,stock,67,74.6268656716418,5.352616011349727,25.918791822601367,OK
MAP.MC,stock,69,73.91304347826086,5.071752210416167,23.564299468642186,OK
PUIG.MC,stock,2,100.0,9.683128069225234,0.20291745875028266,OK
REP.MC,stock,66,65.15151515151516,4.925468571678326,16.58859248309897,OK
TEF.MC,stock,59,66.10169491525424,4.3954564318098015,9.92693558051405,OK
FDR.MC,stock,35,68.57142857142857,12.024310594207993,31.43367815029785,OK
HYQ.DE,stock,52,65.38461538461539,19.312460470366496,2542.5658021949007,OK
1ZAL.MI,stock,3,100.0,5.492132416167418,0.17272276139480125,OK
VTY.L,stock,42,61.904761904761905,7.073441665382431,10.980338510221822,OK
MONY.L,stock,50,54.0,4.649303223165877,7.168468555368701,OK
KNOS.L,stock,24,66.66666666666666,15.737463336558003,19.98588980849207,OK
ITRK.L,stock,56,73.21428571428571,6.088424920749389,22.25484144099824,OK
BPCR.L,stock,19,52.63157894736842,1.4198454997425132,0.2956273738095512,OK
HBR.L,stock,14,57.14285714285714,7.87566427725254,1.6273673043765569,OK
SSPG.L,stock,39,76.92307692307693,8.13614449803519,14.346002648341711,OK
SGE.L,stock,44,68.18181818181817,7.494778516847347,18.732718556296994,OK
QLT.L,stock,25,68.0,5.026561819352418,2.207152280936745,OK
III.L,stock,43,74.4186046511628,10.00957874034882,40.81029685837522,OK
EMG.L,stock,54,75.92592592592592,7.0834333256230755,29.366218539682528,OK
FISV,stock,58,77.58620689655173,6.439588282227419,31.010951553552353,OK
ADBE,stock,38,81.57894736842105,8.99860368357233,19.636255242727987,OK
WDAY,stock,53,79.24528301886792,8.420643825227323,58.87416790818681,OK
CRM,stock,47,65.95744680851064,9.121647654780901,38.48851988160328,OK
INTU,stock,33,72.72727272727273,11.610048532852844,27.506735452221097,OK
NKE,stock,40,77.5,7.291202226696704,12.584540181357854,OK
QCOM,stock,55,80.0,8.551297783521413,65.85342412106506,OK
ORCL,stock,53,73.58490566037736,8.081571238467307,40.70488740924951,OK
UPS,stock,46,89.13043478260869,7.585068806812374,22.4398557641691,OK
BKNG,stock,60,61.66666666666667,7.866988345250845,61.325107477449905,OK
