Date,adj_close,close,high,low,open,volume
2010-01-04,26.389867782592773,35.72999954223633,37.400001525878906,35.27000045776367,37.400001525878906,5026900
2010-01-11,27.505142211914062,37.2400016784668,37.72999954223633,35.41999816894531,35.849998474121094,6372400
2010-01-18,27.091529846191406,36.68000030517578,37.84999847412109,36.52000045776367,37.400001525878906,4368900
2010-01-25,27.23925399780273,36.880001068115234,38.0,35.58000183105469,36.47999954223633,6257300
2010-02-01,26.06488800048828,35.290000915527344,36.91999816894531,34.7599983215332,36.52999877929688,7250300
2010-02-08,27.02505874633789,36.59000015258789,36.9900016784668,35.310001373291016,35.310001373291016,4982100
2010-02-15,27.18755340576172,36.810001373291016,36.93999862670898,35.560001373291016,36.79999923706055,4950800
2010-02-22,27.94091415405273,37.83000183105469,38.20000076293945,35.849998474121094,36.93000030517578,4799200
2010-03-01,28.288047790527344,38.29999923706055,39.09999847412109,37.70000076293945,38.209999084472656,5065200
2010-03-08,28.007381439208984,37.91999816894531,39.09999847412109,37.7599983215332,38.47999954223633,3843900
2010-03-15,28.14032745361328,38.09999847412109,38.25,37.470001220703125,37.9900016784668,3890200
2010-03-22,29.056190490722656,39.34000015258789,40.720001220703125,38.04999923706055,38.09999847412109,5624600
2010-03-29,30.02373695373535,40.650001525878906,40.77999877929688,39.09999847412109,39.52999877929688,3398600
2010-04-05,30.32656478881836,41.060001373291016,41.130001068115234,39.34999847412109,40.650001525878906,3529900
2010-04-12,29.75784683227539,40.290000915527344,41.720001220703125,40.130001068115234,41.20000076293945,4690200
2010-04-19,29.994197845458984,40.61000061035156,40.88999938964844,38.90999984741211,39.09999847412109,5509300
2010-04-26,30.110774993896484,40.220001220703125,41.0099983215332,39.52999877929688,40.79999923706055,5234300
2010-05-03,27.610286712646484,36.880001068115234,40.7400016784668,35.900001525878906,40.11000061035156,8851300
2010-05-10,28.658390045166016,38.27999877929688,39.540000915527344,36.29999923706055,36.33000183105469,7981800
2010-05-17,27.28835868835449,36.45000076293945,39.209999084472656,36.119998931884766,37.91999816894531,6482000
2010-05-24,28.373903274536133,37.900001525878906,38.060001373291016,35.689998626708984,36.459999084472656,5045500
2010-05-31,29.07015609741211,38.83000183105469,39.43999862670898,37.459999084472656,37.79999923706055,3341400
