ticker,signals,avg_1y_return,median_1y_return,hit_rate,avg_days_between
IQQY.DE,63,0.1011036510435106,0.11899414297526167,0.7192982456140351,90.19354838709677
VUAA.MI,26,0.15963978092106548,0.1382276350564372,0.8181818181818182,83.76
XMEU.DE,62,0.1317966363317093,0.1511697928152569,0.8070175438596491,91.67213114754098
