Ticker,Name,Type,Platform,Currency,Status,Backtest State,Price,Target Price,Prudent Target,Prudent Upside %,Target Status,Priority,Priority Score,1D %,Golden,Silver,Silver Window,Breakout Level,Entry Zone,Zone Edge,Zone Win Rate %,Weekly RSI,Daily RSI,Weekly MACD Slope,Daily MACD Slope,Blocker,Trades,Win Rate %,Win Rate last 3 Years,Median Return %,Compounded Return %,Latest Exit Reason
REP.MC,Repsol,stock,Revolut,Euro,WATCH,IN_POS,23.62,28.94,27.78,17.6%,Moderate,⭐,3,0.64%,ON,NO,OFF,,Extended,0,50.0%,80.5,67.3,0.206,-0.058,,48,58.3%,72.7%,3.19%,1270.59%,BACKTEST_END
SCR.PA,SCOR SE,stock,Revolut,Euro,WATCH,IN_POS,30.52,35.14,33.73,10.5%,Moderate,⭐⭐⭐,11,1.33%,ON,NO,OPEN,,Normal Range,2,72.0%,58.8,55.9,0.060,-0.010,,53,67.9%,85.7%,3.20%,1981.34%,BACKTEST_END
XYZ,XYZ,stock,Revolut,USD,WATCH,IN_POS,60.01,76.20,73.15,21.9%,Attractive,⭐⭐⭐,12,0.20%,ON,NO,OPEN,,Lower Quartile,2,71.4%,46.1,49.6,0.089,-0.040,,25,76.0%,70.0%,12.96%,5710.73%,BACKTEST_END
0B2.F,Bawag,stock,Revolut,Euro,WAIT,WAIT,131.00,102.45,98.35,-24.9%,Above Target,⭐⭐,5,2.10%,OFF,VALID,OFF,,Lower Quartile,2,80.0%,58.2,55.5,-0.032,0.536,,19,73.7%,75.0%,6.09%,498.21%,TRAILING_STOP
3P7.DE,Pandora,stock,Revolut,Euro,WAIT,WAIT,62.90,94.75,90.96,44.6%,Attractive,⭐,4,-2.36%,OFF,VALID,OFF,,Limited history,0,,28.1,45.4,0.191,0.265,,0,,,,,Insufficient history
8ZI.DU,Scandinavian Tobacco,stock,Revolut,Euro,WAIT,WAIT,9.00,13.40,12.86,42.9%,Attractive,⭐⭐⭐,10,1.35%,OFF,VALID,OFF,,Lower Quartile,1,75.0%,28.3,26.9,-0.161,0.048,Lower-low still forming (price still breaking down),13,69.2%,69.2%,2.17%,51.53%,HARD_STOP_FROM_ENTRY
AC.PA,AC,stock,Revolut,Euro,WAIT,WAIT,41.32,50.04,48.04,16.3%,Moderate,⭐⭐⭐,13,1.00%,OFF,VALID,OFF,,Lower Quartile,2,71.4%,40.1,40.6,-0.268,0.118,,53,67.9%,88.9%,4.97%,2840.07%,TRAILING_STOP
ADBE,Adobe,stock,Revolut,USD,WAIT,WAIT,237.25,389.47,373.89,57.6%,Attractive,⭐⭐⭐,14,-0.68%,OFF,NO,OFF,,Lower Quartile,2,90.0%,28.5,30.2,-1.065,-0.635,Lower-low still forming (price still breaking down),40,80.0%,81.8%,5.06%,1836.03%,TRAILING_STOP
ADSK,Autodesk,stock,Revolut,USD,WAIT,WAIT,235.42,315.66,303.03,28.7%,Attractive,⭐⭐⭐,13,-1.66%,OFF,NO,OFF,,Lower Quartile,1,66.7%,38.4,37.7,-0.497,-0.953,Lower-low still forming (price still breaking down),57,68.4%,75.0%,6.11%,5226.18%,TRAILING_STOP
AKE.PA,Arkema,stock,Revolut,Euro,WAIT,WAIT,55.30,65.36,62.75,13.5%,Moderate,⭐⭐⭐,11,1.84%,OFF,VALID,OFF,,Lower Quartile,2,81.8%,49.5,49.9,0.081,0.201,,44,61.4%,70.0%,2.02%,1639.95%,TRAILING_STOP
AKE.PA,AKE,stock,Revolut,Euro,WAIT,WAIT,55.30,65.34,62.73,13.4%,Moderate,⭐⭐⭐,11,1.84%,OFF,VALID,OFF,,Lower Quartile,2,81.8%,49.5,49.9,0.081,0.201,,44,61.4%,70.0%,2.02%,1639.95%,TRAILING_STOP
AMP.MI,Amplifon,stock,Revolut,Euro,WAIT,WAIT,8.89,13.81,13.26,49.2%,Attractive,⭐⭐⭐,13,1.65%,OFF,VALID,OFF,,Lower Quartile,2,81.8%,22.7,29.8,-0.150,0.061,,43,83.7%,77.8%,5.03%,4635.94%,HARD_STOP_FROM_ENTRY
AMS.MC,Amadeus,stock,Revolut,Euro,WAIT,WAIT,50.70,68.28,65.55,29.3%,Attractive,⭐⭐⭐,12,2.05%,OFF,VALID,OFF,,Lower Quartile,1,90.9%,35.0,46.3,0.012,0.062,,43,76.7%,77.8%,2.86%,950.31%,TREND_BREAK_MA40_TWO_NEG_SLOPE
BC8.DE,Bechtle AG,stock,Revolut,Euro,WAIT,WAIT,28.06,39.49,37.91,35.1%,Attractive,⭐⭐⭐,11,6.13%,OFF,NO,OFF,,Lower Quartile,2,72.7%,33.7,32.1,-0.406,0.055,Strong downtrend (ADX high & rising; -DI dominant),41,61.0%,45.5%,4.04%,5405.01%,HARD_STOP_FROM_ENTRY
BRE.MI,Freni Brembo,stock,Revolut,Euro,WAIT,WAIT,8.10,10.93,10.49,29.5%,Attractive,⭐⭐⭐,12,4.31%,OFF,VALID,OFF,,Lower Quartile,2,83.3%,38.6,36.2,-0.099,0.034,,47,78.7%,66.7%,5.04%,5971.14%,TRAILING_STOP
CAH,Cardinal Health,stock,Revolut,USD,WAIT,WAIT,211.31,257.10,246.82,16.8%,Moderate,⭐⭐⭐,12,1.97%,OFF,NO,OFF,,Lower Quartile,1,78.6%,51.6,43.6,-0.927,0.081,,54,77.8%,87.5%,5.54%,4412.37%,RSI_BAND_DROP
CAP.PA,CAP,stock,Revolut,Euro,WAIT,WAIT,97.26,173.33,166.40,71.1%,Attractive,⭐⭐⭐,9,0.93%,OFF,NO,OFF,,Lower Quartile,0,54.5%,31.0,31.4,-0.872,-0.118,Strong downtrend (ADX high & rising; -DI dominant),44,72.7%,54.5%,3.49%,1891.50%,TRAILING_STOP
CBH.F,Coloplast,stock,Revolut,Euro,WAIT,WAIT,5.65,82.67,79.36,1304.7%,Attractive,⭐⭐⭐,9,0.00%,OFF,VALID,OFF,,Lower Quartile,1,100.0%,25.5,36.9,-0.023,0.006,,15,53.3%,57.1%,1.85%,59.06%,TREND_BREAK_MA40_TWO_NEG_SLOPE
DHL.DE,Deutsche Post,stock,Revolut,Euro,WAIT,WAIT,44.98,55.05,52.85,17.5%,Moderate,⭐⭐⭐,11,0.36%,OFF,NO,OFF,,Lower Quartile,2,100.0%,49.7,41.8,-0.238,0.055,,32,81.2%,80.0%,7.76%,1303.25%,TWO_NEG_MACD_SLOPE_IN_HIGH_BAND
DIA.MI,Diasorin,stock,Revolut,Euro,WAIT,WAIT,59.92,78.62,75.48,26.0%,Attractive,⭐⭐⭐,10,2.78%,OFF,NO,OFF,,Lower Quartile,0,69.2%,31.5,34.7,-0.496,-0.041,Strong downtrend (ADX high & rising; -DI dominant),51,54.9%,53.8%,2.28%,1297.94%,TREND_BREAK_MA40_TWO_NEG_SLOPE
DLG.MI,De Longhi,stock,Revolut,Euro,WAIT,WAIT,29.92,41.52,39.86,33.2%,Attractive,⭐⭐⭐,13,1.36%,OFF,NO,OFF,,Lower Quartile,2,81.8%,35.8,27.0,-0.514,-0.017,Strong downtrend (ADX high & rising; -DI dominant),44,65.9%,70.0%,4.35%,4784.69%,TRAILING_STOP
DSY.PA,DSY,stock,Revolut,Euro,WAIT,WAIT,16.79,26.84,25.77,53.5%,Attractive,⭐⭐⭐,13,1.21%,OFF,NO,OFF,,Lower Quartile,1,72.7%,23.9,31.8,-0.079,-0.019,,41,80.5%,80.0%,7.98%,1913.28%,TRAILING_STOP
DWS.DE,DWS Group GmbH & Co. KGaA,stock,Revolut,Euro,WAIT,WAIT,54.85,71.47,68.61,25.1%,Attractive,⭐⭐⭐,13,3.69%,OFF,NO,OFF,,Lower Quartile,2,100.0%,48.6,44.9,-0.235,0.122,,19,84.2%,100.0%,12.69%,691.30%,TRAILING_STOP
EMG.L,Man Group,stock,Moneybase,GBP,WAIT,WAIT,2.51,3.18,3.05,21.8%,Attractive,⭐⭐⭐,13,1.95%,OFF,NO,OFF,,Lower Quartile,2,83.3%,52.2,45.7,-1.235,0.323,,46,73.9%,77.8%,2.57%,2819.20%,TWO_NEG_MACD_SLOPE_IN_HIGH_BAND
EN.PA,EN,stock,Revolut,Euro,WAIT,WAIT,50.08,60.13,57.72,15.3%,Moderate,⭐⭐,7,1.05%,OFF,NO,OFF,,Normal Range,0,66.7%,65.1,53.7,-0.036,0.022,,55,70.9%,63.6%,2.09%,1500.60%,TRAILING_STOP
FDR.MC,Fluidra,stock,Revolut,Euro,WAIT,WAIT,19.61,25.56,24.54,25.1%,Attractive,⭐⭐⭐,11,0.67%,OFF,VALID,OFF,,Lower Quartile,1,63.6%,35.0,30.5,-0.188,0.054,,41,63.4%,64.3%,4.10%,4234.38%,HARD_STOP_FROM_ENTRY
FME.DE,Fresenius Medical Care,stock,Revolut,Euro,WAIT,WAIT,38.40,56.81,54.54,42.0%,Attractive,⭐⭐⭐,12,1.21%,OFF,NO,OFF,,Lower Quartile,1,75.0%,40.8,44.1,-0.013,-0.003,,46,71.7%,77.8%,2.42%,669.89%,TRAILING_STOP
GEST.MC,Gestamp Automocion,stock,Revolut,Euro,WAIT,WAIT,3.04,3.75,3.60,18.3%,Moderate,⭐⭐⭐,8,0.20%,OFF,VALID,OFF,,Lower Quartile,2,85.7%,48.1,48.6,-0.002,0.005,,27,55.6%,45.5%,1.23%,320.51%,TREND_BREAK_MA40_TWO_NEG_SLOPE
GNN.F,GN Store Nord,stock,Revolut,Euro,WAIT,WAIT,12.42,16.28,15.63,25.8%,Attractive,⭐⭐⭐,11,-1.39%,OFF,NO,OFF,,Lower Quartile,1,75.0%,43.1,47.3,-0.007,-0.021,Lower-low still forming (price still breaking down),47,74.5%,69.2%,5.21%,7979.70%,HARD_STOP_FROM_ENTRY
GRF.MC,Grifols,stock,Revolut,Euro,WAIT,WAIT,8.96,12.48,11.98,33.7%,Attractive,⭐⭐⭐,12,1.36%,OFF,NO,OFF,,Lower Quartile,0,53.8%,31.2,30.0,-0.079,0.016,,52,69.2%,70.0%,3.40%,5071.89%,HARD_STOP_FROM_ENTRY
HYQ.DE,Hypoport SE,stock,Revolut,Euro,WAIT,WAIT,75.00,117.04,112.36,49.8%,Attractive,⭐⭐⭐,11,2.32%,OFF,NO,OFF,,Lower Quartile,1,61.5%,27.4,35.6,-0.273,-0.125,,50,64.0%,50.0%,6.66%,108961.69%,HARD_STOP_FROM_ENTRY
IP.MI,Interpump,stock,Revolut,Euro,WAIT,WAIT,33.40,41.97,40.29,20.6%,Attractive,⭐⭐⭐,13,4.38%,OFF,VALID,OFF,,Lower Quartile,2,80.0%,35.3,38.0,-0.388,0.219,,38,78.9%,88.9%,6.90%,6256.71%,TRAILING_STOP
IQQY.DE,iShares Core MSCI Europe UCITS ETF EUR,etf,Revolut,Euro,WAIT,WAIT,36.53,,,,No Target,⭐⭐⭐,9,1.59%,OFF,NO,OFF,,Lower Quartile,1,92.9%,49.3,42.0,-0.113,0.027,Strong downtrend (ADX high & rising; -DI dominant),56,78.6%,70.0%,2.30%,621.86%,TRAILING_STOP
KNOS.L,Kainos Group,stock,Moneybase,GBP,WAIT,WAIT,7.12,10.75,10.32,45.0%,Attractive,⭐⭐⭐,9,0.64%,OFF,NO,OFF,,Lower Quartile,1,50.0%,36.0,38.5,-6.369,-1.420,Lower-low still forming (price still breaking down),32,59.4%,42.9%,5.56%,1645.57%,TWO_NEG_MACD_SLOPE_IN_HIGH_BAND
MAP.MC,Mapfre,stock,Revolut,Euro,WAIT,WAIT,3.79,4.73,4.54,19.9%,Moderate,⭐⭐⭐,9,1.77%,OFF,VALID,OFF,,Normal Range,0,67.9%,47.4,51.6,-0.005,0.010,,58,70.7%,85.7%,2.46%,1505.46%,RSI_BAND_DROP
MC.PA,MC,stock,Revolut,Euro,WAIT,WAIT,462.35,632.78,607.47,31.4%,Attractive,⭐⭐⭐,10,0.35%,OFF,VALID,OFF,,Lower Quartile,1,66.7%,32.9,29.9,-4.242,0.432,,47,70.2%,55.6%,5.08%,3680.39%,RSI_BAND_DROP
MONY.L,Moneysupermarket,stock,Moneybase,GBP,WAIT,WAIT,1.56,2.96,2.84,82.2%,Attractive,⭐⭐⭐,10,2.36%,OFF,NO,OFF,,Lower Quartile,1,72.7%,37.6,40.6,-0.367,-0.219,,41,56.1%,50.0%,2.61%,655.07%,TREND_BREAK_MA40_TWO_NEG_SLOPE
MRK.DE,Merck,stock,Revolut,Euro,WAIT,WAIT,106.15,135.51,130.09,22.6%,Attractive,⭐⭐⭐,11,2.71%,OFF,NO,OFF,,Lower Quartile,1,66.7%,38.2,35.9,-0.850,0.200,Strong downtrend (ADX high & rising; -DI dominant),46,67.4%,61.5%,6.27%,2307.20%,HARD_STOP_FROM_ENTRY
MSFT,MICROSOFT,stock,Revolut,USD,WAIT,WAIT,371.04,475.11,456.11,22.9%,Attractive,⭐⭐⭐,13,-0.46%,OFF,NO,OFF,,Lower Quartile,2,83.3%,27.7,27.7,-1.182,-0.900,Lower-low still forming (price still breaking down),46,76.1%,70.0%,5.90%,3833.11%,TREND_BREAK_MA40_TWO_NEG_SLOPE
NEXI.MI,Nexi,stock,Revolut,Euro,WAIT,WAIT,3.06,3.94,3.78,23.8%,Attractive,⭐⭐⭐,9,2.93%,OFF,VALID,OFF,,Lower Quartile,0,60.0%,35.6,49.2,0.009,0.019,,19,63.2%,66.7%,3.85%,120.91%,HARD_STOP_FROM_ENTRY
NKT.SG,NKT Holding,stock,Revolut,Euro,WAIT,WAIT,107.40,128.27,123.14,14.7%,Moderate,⭐⭐⭐,9,3.67%,OFF,VALID,OFF,,Lower Quartile,2,75.0%,60.3,51.4,-0.269,0.216,,13,76.9%,66.7%,8.24%,354.23%,RSI_BAND_DROP
NOV.DE,Novo Nordisk B,stock,Revolut,Euro,WAIT,WAIT,31.77,55.19,52.98,66.7%,Attractive,⭐⭐⭐,11,-0.24%,OFF,VALID,OFF,,Lower Quartile,1,69.2%,34.0,33.0,-0.225,0.085,,52,67.3%,40.0%,2.32%,2822.22%,TRAILING_STOP
P911.DE,Dr Ing hc F Porsche Prf,stock,Revolut,Euro,WAIT,WAIT,37.33,49.86,47.87,28.2%,Attractive,⭐⭐⭐,8,0.19%,OFF,VALID,OFF,,Lower Quartile,0,50.0%,37.2,41.4,-0.112,0.075,,8,25.0%,25.0%,-1.49%,-4.55%,HARD_STOP_FROM_ENTRY
PIRC.MI,Pirelli & C,stock,Revolut,Euro,WAIT,WAIT,5.88,7.89,7.57,28.9%,Attractive,⭐⭐⭐,12,2.01%,OFF,VALID,OFF,,Lower Quartile,2,83.3%,46.2,48.4,-0.012,0.021,,22,72.7%,72.7%,3.44%,218.75%,TRAILING_STOP
QCOM,Qualcomm,stock,Revolut,USD,WAIT,WAIT,130.35,174.55,167.57,28.6%,Attractive,⭐⭐⭐,12,1.31%,OFF,VALID,OFF,,Lower Quartile,1,83.3%,32.9,36.9,-0.102,0.228,,47,80.9%,73.3%,3.68%,5564.59%,TREND_BREAK_MA40_TWO_NEG_SLOPE
RAT.L,Rathbones,stock,Moneybase,GBP,WAIT,WAIT,20.65,26.89,25.81,25.0%,Attractive,⭐⭐⭐,10,2.99%,OFF,NO,OFF,,Lower Quartile,0,66.7%,49.4,46.4,-6.829,3.476,,45,71.1%,62.5%,3.50%,922.29%,TWO_NEG_MACD_SLOPE_IN_HIGH_BAND
SAN.PA,SAN,stock,Revolut,Euro,WAIT,WAIT,80.06,113.44,108.90,36.0%,Attractive,⭐⭐⭐,11,2.94%,OFF,VALID,OFF,,Normal Range,0,69.2%,46.9,57.8,0.202,0.265,,54,75.9%,81.8%,3.32%,1119.74%,TRAILING_STOP
SN.L,Smith & Nephew,stock,Moneybase,GBP,WAIT,WAIT,12.13,15.04,14.44,19.0%,Moderate,⭐⭐⭐,12,0.71%,OFF,VALID,OFF,,Lower Quartile,1,76.9%,42.0,39.9,-5.167,0.199,,52,75.0%,91.7%,3.98%,1363.07%,RSI_BAND_DROP
SSPG.L,SSP Group,stock,Moneybase,GBP,WAIT,WAIT,1.80,2.36,2.27,26.1%,Attractive,⭐⭐⭐,9,1.81%,OFF,VALID,OFF,,Lower Quartile,1,55.6%,49.6,45.5,-0.846,0.472,,36,69.4%,40.0%,2.20%,1008.88%,HARD_STOP_FROM_ENTRY
T2V1.F,Tryg,stock,Revolut,Euro,WAIT,WAIT,20.32,28.15,27.02,33.0%,Attractive,⭐⭐⭐,10,0.89%,OFF,NO,OFF,,Lower Quartile,0,66.7%,43.0,47.1,-0.014,-0.007,,46,80.4%,69.2%,3.77%,862.00%,TRAILING_STOP
TEP.PA,TEP,stock,Revolut,Euro,WAIT,WAIT,45.77,83.81,80.46,75.8%,Attractive,⭐⭐⭐,9,-0.61%,OFF,NO,OFF,,Lower Quartile,0,63.6%,30.1,32.7,-0.362,-0.297,Lower-low still forming (price still breaking down),41,63.4%,40.0%,6.28%,2518.39%,HARD_STOP_FROM_ENTRY
TRE.MC,Tecnicas Reunidas,stock,Revolut,Euro,WAIT,WAIT,30.34,34.93,33.53,10.5%,Moderate,⭐⭐⭐,10,0.53%,OFF,VALID,OFF,,Lower Quartile,1,64.3%,53.3,49.2,-0.159,0.126,,55,65.5%,62.5%,2.14%,3350.10%,TRAILING_STOP
UPS,United Parcel Service,stock,Revolut,USD,WAIT,WAIT,98.37,118.21,113.48,15.4%,Moderate,⭐⭐⭐,12,-0.07%,OFF,VALID,OFF,,Lower Quartile,2,100.0%,41.0,34.9,-0.571,0.205,,46,89.1%,90.9%,4.36%,2243.99%,TWO_NEG_MACD_SLOPE_IN_HIGH_BAND
VUAA.MI,Vanguard S&P 500 UCITS ETF USD Accumulation,etf,Revolut,Euro,WAIT,WAIT,109.92,,,,No Target,⭐⭐,7,0.53%,OFF,NO,OFF,,Lower Quartile,1,100.0%,48.0,39.9,-0.229,-0.024,,12,75.0%,71.4%,3.31%,108.93%,TRAILING_STOP
WDH.F,Demant,stock,Revolut,Euro,WAIT,WAIT,11.90,34.35,32.98,177.1%,Attractive,⭐⭐⭐,11,0.85%,OFF,NO,OFF,,Lower Quartile,0,100.0%,35.6,43.2,-0.024,-0.001,,8,87.5%,87.5%,1.56%,63.26%,HARD_STOP_FROM_ENTRY
XAD5.MI,Xtrackers Physical Gold ETC (EUR,etf,Moneybase,Euro,WAIT,WAIT,377.40,,,,No Target,⭐⭐⭐,9,3.21%,OFF,NO,OFF,,Lower Quartile,1,83.3%,53.7,37.9,-3.359,-0.837,,48,77.1%,100.0%,2.86%,567.98%,TRAILING_STOP
XMEU.DE,Xtrackers MSCI Europe UCITS ETF 1C,etf,Revolut,Euro,WAIT,WAIT,106.74,,,,No Target,⭐⭐⭐,9,1.60%,OFF,NO,OFF,,Lower Quartile,1,76.9%,49.6,41.6,-0.341,0.065,Strong downtrend (ADX high & rising; -DI dominant),51,78.4%,72.7%,2.63%,713.97%,TRAILING_STOP
