Ticker,Name,Type,Platform,Currency,Status,Backtest State,Price,Target Price,Prudent Target,Prudent Upside %,Target Status,Priority,Priority Score,Opportunity Score,1D %,Golden,Silver,Silver Window,Breakout Level,Entry Zone,Zone Edge,Zone Win Rate %,Weekly RSI,Daily RSI,Weekly MACD Slope,Daily MACD Slope,Drawdown Overshoot,Blocker,Trades,Win Rate %,Win Rate last 3 Years,Median Return %,Compounded Return %,Latest Exit Reason,Strategy Used,Decision Window,2Y Strategy Return %,2Y Annualised %,Recent Strategy Health,Broken,Cycle Age %,Cycle Stage,Cycle Win Rate 3Y,Cycle Confidence %,Cycle Median Return 3Y,Cycle Edge
QCOM,Qualcomm,stock,Revolut,USD,WAIT,WAIT,127.51,174.47,167.49,31.4%,Attractive,,16,16,2.77%,OFF,VALID,OFF,,Lower Quartile,1,78.6%,30.3,40.2,-0.214,0.254,,,55,80.0%,82.4%,3.81%,6585.34%,TREND_BREAK_MA40_TWO_NEG_SLOPE,S1_FAST,2Y,100.8%,41.7%,OK,,114%,Late,69.4%,13.9%,2.98%,Exhausted
REY.MI,Reply,stock,Revolut,Euro,WAIT,WAIT,82.10,125.55,120.53,46.8%,Attractive,,12,12,1.48%,OFF,NO,OFF,,Lower Quartile,0,53.8%,29.8,44.3,-0.119,0.323,,,52,78.8%,58.3%,5.79%,14132.61%,TRAILING_STOP,S8_DI_GUARD_BUF,2Y,65.4%,28.6%,OK,,311%,Late,58.3%,11.7%,1.51%,Exhausted
RI.PA,RI,stock,Revolut,Euro,WAIT,WAIT,64.54,77.45,74.35,15.2%,Moderate,,24,24,2.51%,OFF,NO,OFF,,Lower Quartile,2,94.1%,30.1,41.3,-0.499,0.236,,,65,72.3%,69.2%,3.59%,1166.45%,TRAILING_STOP,S11_VOLATILE_FAST,2Y,28.8%,13.5%,OK,,414%,Late,69.2%,13.8%,0.73%,Exhausted
SAP.DE,SAP,stock,Revolut,Euro,WAIT,WAIT,145.22,183.99,176.63,21.6%,Attractive,,15,15,-2.47%,OFF,NO,OFF,,Lower Quartile,1,72.7%,25.4,31.1,-0.501,0.038,,Lower-low still forming (price still breaking down),41,68.3%,83.3%,6.01%,1504.81%,TREND_BREAK_MA40_TWO_NEG_SLOPE,S4_WIDEATR,2Y,106.1%,43.6%,OK,,268%,Late,66.7%,13.3%,16.56%,Exhausted
SGO.PA,SGO,stock,Revolut,Euro,WAIT,WAIT,76.26,90.92,87.28,14.5%,Moderate,,34,34,7.56%,OFF,VALID,OFF,,Normal Range,2,82.1%,33.2,56.1,-0.337,0.612,,,56,71.4%,66.7%,2.49%,2603.89%,HARD_STOP_FROM_ENTRY,S2_HOLD12_BUF,2Y,56.7%,25.2%,OK,,140%,Late,66.7%,13.3%,9.92%,Exhausted
SHL.DE,Siemens Healthineers,stock,Revolut,Euro,WAIT,WAIT,35.94,43.58,41.84,16.4%,Moderate,,28,28,-0.14%,OFF,NO,OFF,,Lower Quartile,1,85.7%,28.6,28.0,-0.187,0.031,,,26,76.9%,76.9%,2.54%,200.36%,TREND_BREAK_MA40_TWO_NEG_SLOPE,S2_HOLD12_BUF,2Y,35.0%,16.2%,OK,,129%,Late,76.9%,15.4%,1.38%,Exhausted
SPI.L,Kainos Group,stock,Moneybase,GBP,WAIT,WAIT,1.48,10.37,9.96,574.5%,Attractive,,11,11,1.65%,OFF,VALID,OFF,,Lower Quartile,0,60.0%,31.3,34.2,-2.556,0.487,,,37,67.6%,90.0%,2.83%,484.60%,TREND_BREAK_MA40_TWO_NEG_SLOPE,S1_FAST,2Y,49.2%,22.1%,OK,,209%,Late,90.0%,18.0%,3.92%,Exhausted
SSPG.L,SSP Group,stock,Moneybase,GBP,WAIT,WAIT,1.90,2.32,2.23,17.2%,Moderate,,24,24,5.03%,OFF,VALID,OFF,,Normal Range,1,73.7%,51.3,59.1,-0.353,1.063,,,39,76.9%,60.0%,3.32%,1434.60%,TRAILING_STOP,S11_VOLATILE_FAST,2Y,85.0%,36.0%,OK,,311%,Late,60.0%,12.0%,0.45%,Exhausted
TEP.PA,TEP,stock,Revolut,Euro,WAIT,WAIT,50.30,79.69,76.50,52.1%,Attractive,,12,12,0.60%,OFF,VALID,OFF,,Lower Quartile,0,57.1%,35.5,49.4,0.023,0.148,,,54,72.2%,53.3%,4.78%,3222.19%,HARD_STOP_FROM_ENTRY,S8_DI_GUARD,2Y,8.5%,4.2%,BROKEN,YES,136%,Late,53.3%,10.7%,0.14%,Exhausted
UPS,United Parcel Service,stock,Revolut,USD,WAIT,WAIT,100.45,118.53,113.79,13.3%,Moderate,,24,24,2.95%,OFF,VALID,OFF,,Lower Quartile,2,100.0%,41.6,49.8,-0.392,0.400,,,46,89.1%,90.9%,4.36%,2243.99%,TWO_NEG_MACD_SLOPE_IN_HIGH_BAND,S0_BASE,2Y,55.1%,24.5%,OK,,336%,Late,90.9%,18.2%,4.41%,Exhausted
WDAY,Workday,stock,Revolut,USD,WAIT,WAIT,119.17,280.59,269.37,126.0%,Attractive,,11,11,-6.54%,OFF,NO,OFF,,Lower Quartile,1,78.6%,30.8,32.0,0.118,-0.534,,Lower-low still forming (price still breaking down),53,79.2%,81.8%,5.62%,5887.42%,TRAILING_STOP,S11_VOLATILE_FAST,2Y,45.9%,20.8%,OK,,841%,Late,81.8%,16.4%,2.54%,Exhausted
XYZ,Block Inc,stock,Revolut,USD,WAIT,WAIT,62.83,71.62,68.76,9.4%,Near Target,,28,28,4.77%,OFF,VALID,OFF,,Normal Range,2,81.8%,46.6,57.7,0.154,0.259,,,25,80.0%,77.8%,12.96%,6055.98%,HARD_STOP_FROM_ENTRY,S1_FAST,2Y,185.9%,69.1%,OK,,92%,Late,77.8%,15.6%,12.96%,Late Risk
KO,Coca-Cola Co,stock,Revolut,USD,EXIT NOW,WAIT,77.29,72.46,69.56,-10.0%,Above Target,,17,17,1.82%,OFF,VALID,OFF,,Normal Range,1,89.3%,55.3,54.2,-0.049,0.106,,Lower-low still forming (price still breaking down),56,80.4%,76.9%,2.93%,902.56%,TRAILING_STOP,S6_TIGHT,2Y,71.0%,30.8%,OK,,257%,Late,76.9%,15.4%,3.73%,Exhausted
