ticker,commodity_type,entry_cost_pct,adaptive_lookback_days,drawdown_lookback_days,drawdown_entry_quantile,rsi_support_quantile,require_bullish_day,cooldown_days,max_windows_per_year,monthly_ma_period,weekly_ma_period,weekly_ma_slope_weeks,deep_drawdown_min,daily_rsi_cap,strong_buy_extra_drawdown
XAD5.MI,gold,0.0,756,20,0.9,0.35,False,35,4,10,40,4,0.04,48.0,0.04
