ticker,date,signal,close,rsi14,rsi_support_th,drawdown_20d,drawdown_entry_th,macd_hist,reason
IQQY.DE,2026-03-26,WAIT,36.084999084472656,38.38331440512879,56.66513546832865,0.08192344983340726,0.020424771778434977,-0.12761634023497642,"drawdown_macd_turn, rsi14=38.38, rsi_sup=56.67, dd20=0.082, dd_th=0.020, macd_improving"
VUAA.MI,2026-03-26,WAIT,108.87999725341795,35.09645540876423,59.10289503314978,0.04154930707836576,0.019462659448051974,-0.32048459174666966,"drawdown_macd_turn, rsi14=35.10, rsi_sup=59.10, dd20=0.042, dd_th=0.019"
XAD5.MI,2026-03-26,WAIT,364.8200073242188,33.66084032715207,60.14923184774532,0.1611983227926661,0.02956030854418394,-6.950807932527622,"drawdown_macd_turn, rsi14=33.66, rsi_sup=60.15, dd20=0.161, dd_th=0.030, macd_improving"
XMEU.DE,2026-03-26,WAIT,105.5999984741211,38.411558415574696,57.029628419715124,0.08013941056681737,0.02177110067657568,-0.3960529038188978,"drawdown_macd_turn, rsi14=38.41, rsi_sup=57.03, dd20=0.080, dd_th=0.022, macd_improving"
