Year,Investment,Code,Platform,Ccy,First buy,First sell,Last sell,Sell trades,Units sold,Proceeds (EUR),Cost basis sold (EUR),Realised P/L (EUR)
2024,Elastic,ESTC,revolut,USD,2024-03-09,2024-04-12,2024-04-12,1,1.0,52.07826593427408,50.48178926441352,1.5964766698605573
