ticker,date,close,rsi14,macd_hist,macd_improving,macd_slope,macd_slope_cross_up,bullish_day,drawdown_20d,drawdown_entry_th,rsi_support_th,rsi_support_ok,buy_gate,signal_lane,strong_buy,fwd_1y_return
IQQY.DE,2011-03-17,16.979999542236328,31.117409741626645,-0.13567130996619173,True,0.010242681595409336,True,True,0.08216218690614442,0.03310814419308224,58.56577087568454,True,True,DRAWDOWN_MACD_TURN,True,0.011189666618365068
IQQY.DE,2011-06-09,17.440000534057617,40.72710367535468,-0.054535932921689644,True,0.004950767430907714,True,True,0.030572498280046493,0.02839425874763124,56.91061041541751,True,True,DRAWDOWN_MACD_TURN,True,-0.13360096364849539
IQQY.DE,2011-06-13,17.239999771118164,36.199778124228374,-0.061874911001402744,True,0.0003110870677980465,True,True,0.04168982821245383,0.02928261463019648,56.87540777669832,True,True,DRAWDOWN_MACD_TURN,True,-0.09512757606852729
IQQY.DE,2011-06-17,17.139999389648438,36.76512106646193,-0.0467968917393716,True,0.004201088164694083,True,True,0.0472484931786575,0.030277514853445976,56.841047886756044,True,True,DRAWDOWN_MACD_TURN,True,-0.08809797718659618
IQQY.DE,2011-08-22,14.279999732971191,26.039006404392055,-0.06569523043585324,True,0.003998326526082785,True,True,0.17978174278422945,0.035855508018208984,55.59652891416776,True,True,DRAWDOWN_MACD_TURN,True,0.21148456306455365
IQQY.DE,2011-09-07,14.5600004196167,42.54229698638309,0.06626667438182227,True,0.00660953588643487,True,True,0.04147460027452511,0.038925646296988664,55.025783031376015,True,True,DRAWDOWN_MACD_TURN,True,0.1717032262552296
IQQY.DE,2011-09-14,14.279999732971191,41.78939735147336,0.029423100133875724,True,0.0077560992087449265,True,True,0.059907825711022614,0.03958284513194164,54.96183588917791,True,True,DRAWDOWN_MACD_TURN,True,0.20728291971270885
IQQY.DE,2011-09-26,14.020000457763672,42.30258764333792,0.0007183864854066746,True,0.0026227131748414734,True,True,0.07702430249771643,0.04079430770682106,54.51506109959484,True,True,DRAWDOWN_MACD_TURN,True,0.2460769431487686
IQQY.DE,2011-11-25,14.140000343322754,35.41483337640098,-0.14237059684448958,True,0.011533212384430863,True,True,0.088330100924689,0.04146135322138934,54.50178814095458,True,True,DRAWDOWN_MACD_TURN,True,0.20721352760681366
IQQY.DE,2012-04-12,16.40999984741211,41.656845889397395,-0.09095390853171448,True,0.012843816373627942,True,True,0.054723544328274906,0.03734714542538649,55.902681371727304,True,True,DRAWDOWN_MACD_TURN,True,0.1310176501232163
