ticker,signals,avg_1y_return,median_1y_return,hit_rate,avg_days_between
IQQY.DE,60,0.11054271866685966,0.12738459660456725,0.7636363636363637,92.98305084745763
VUAA.MI,22,0.16590685570115637,0.1382276350564372,0.7777777777777778,98.23809523809524
XAD5.MI,56,0.10916910187286773,0.07236984209607433,0.7843137254901961,95.74545454545455
XMEU.DE,58,0.14385462443975214,0.15590488431179161,0.8301886792452831,96.24561403508773
