ticker,date,signal,close,rsi14,rsi_support_th,drawdown_20d,drawdown_entry_th,drawdown_overshoot_x,drawdown_overshoot_label,macd_hist,primed,buy_window_active,grace_entry,reason
IQQY.DE,2026-04-02,BUY,37.130001068115234,51.448916220729366,56.50405372716761,0.023793842064612256,0.020588385946074685,1.16,mild,0.045786633396429965,False,True,False,"drawdown_macd_turn, rsi14=51.45, rsi_sup=56.50, dd20=0.024, dd_th=0.021, bullish_day, macd_improving, buy_window_open"
VUAA.MI,2026-04-02,BUY,109.63999938964844,47.594387377556174,58.918375608907624,0.13413759025868371,0.01984644354740262,6.76,exceptional,0.5241619659395355,False,True,False,"drawdown_macd_turn, rsi14=47.59, rsi_sup=58.92, dd20=0.134, dd_th=0.020, buy_window_open"
XMEU.DE,2026-04-02,BUY,108.72000122070312,49.27364365916631,56.75739613304746,0.13928100691358555,0.022305111328128936,6.24,exceptional,0.9354810120700487,False,True,False,"drawdown_macd_turn, rsi14=49.27, rsi_sup=56.76, dd20=0.139, dd_th=0.022, buy_window_open"
