ticker,commodity_type,signals,entry_cost_pct,avg_2y_return,median_2y_return,avg_3y_return,median_3y_return,hit_rate_2y_net,hit_rate_3y_net,avg_days_between
XAD5.MI,gold,15,0.0,0.1014634694980467,0.0781528325784222,0.2476550454220062,0.2266237002307906,1.0,1.0,326.14285714285717
XAG,silver,8,0.0,0.046600799822375465,-0.09258108941449117,0.07136239295614034,0.041085422590954046,0.14285714285714285,0.5714285714285714,750.8571428571429
XAU,gold,15,0.0,0.10928494634528203,0.12600546918083277,0.2395667036921091,0.223569626105103,0.8888888888888888,0.8888888888888888,377.92857142857144
